timestamp,customer_id,region,customer_type,temperature_C,humidity,day_of_week,is_weekend,is_holiday,consumption_kwh
2025-09-14 22:00:00,CUST_030,East,Residential,17.1,73,Sunday,1,0,1.989
2025-09-14 23:00:00,CUST_030,East,Residential,17.07,46,Sunday,1,0,1.548
2025-09-15 00:00:00,CUST_030,East,Residential,20.43,45,Monday,0,0,0.738
2025-09-15 01:00:00,CUST_030,East,Residential,16.92,66,Monday,0,0,0.684
2025-09-15 02:00:00,CUST_030,East,Residential,22.8,56,Monday,0,0,0.784
2025-09-15 03:00:00,CUST_030,East,Residential,21.45,50,Monday,0,0,0.836
2025-09-15 04:00:00,CUST_030,East,Residential,20.8,73,Monday,0,0,1.06
2025-09-15 05:00:00,CUST_030,East,Residential,16.13,77,Monday,0,0,1.228
2025-09-15 06:00:00,CUST_030,East,Residential,14.16,48,Monday,0,0,1.411
2025-09-15 07:00:00,CUST_030,East,Residential,18.81,79,Monday,0,0,1.93
2025-09-15 08:00:00,CUST_030,East,Residential,20.98,63,Monday,0,0,1.623
2025-09-15 09:00:00,CUST_030,East,Residential,18.47,40,Monday,0,0,1.281
2025-09-15 10:00:00,CUST_030,East,Residential,20.59,54,Monday,0,0,1.073
2025-09-15 11:00:00,CUST_030,East,Residential,17.77,78,Monday,0,0,0.885
2025-09-15 12:00:00,CUST_030,East,Residential,18.9,41,Monday,0,0,0.785
2025-09-15 13:00:00,CUST_030,East,Residential,14.59,57,Monday,0,0,0.686
2025-09-15 14:00:00,CUST_030,East,Residential,11.39,52,Monday,0,0,0.684
2025-09-15 15:00:00,CUST_030,East,Residential,19.23,43,Monday,0,0,0.968
2025-09-15 16:00:00,CUST_030,East,Residential,17.58,74,Monday,0,0,1.316
2025-09-15 17:00:00,CUST_030,East,Residential,15.68,63,Monday,0,0,1.398
2025-09-15 18:00:00,CUST_030,East,Residential,17.9,55,Monday,0,0,1.979
2025-09-15 19:00:00,CUST_030,East,Residential,16.62,49,Monday,0,0,2.214
2025-09-15 20:00:00,CUST_030,East,Residential,17.47,66,Monday,0,0,2.393
2025-09-15 21:00:00,CUST_030,East,Residential,17.17,71,Monday,0,0,2.004
2025-09-15 22:00:00,CUST_030,East,Residential,19.55,76,Monday,0,0,2.113
2025-09-15 23:00:00,CUST_030,East,Residential,16.64,76,Monday,0,0,1.416
2025-09-16 00:00:00,CUST_030,East,Residential,15.56,74,Tuesday,0,0,0.679
2025-09-16 01:00:00,CUST_030,East,Residential,17.35,62,Tuesday,0,0,0.704
2025-09-16 02:00:00,CUST_030,East,Residential,17.96,66,Tuesday,0,0,0.676
2025-09-16 03:00:00,CUST_030,East,Residential,16.87,71,Tuesday,0,0,0.881
2025-09-16 04:00:00,CUST_030,East,Residential,18.58,66,Tuesday,0,0,1.007
2025-09-16 05:00:00,CUST_030,East,Residential,18.76,64,Tuesday,0,0,1.485
2025-09-16 06:00:00,CUST_030,East,Residential,18.71,44,Tuesday,0,0,1.596
2025-09-16 07:00:00,CUST_030,East,Residential,16.56,79,Tuesday,0,0,1.604
2025-09-16 08:00:00,CUST_030,East,Residential,16.43,49,Tuesday,0,0,1.591
2025-09-16 09:00:00,CUST_030,East,Residential,20.08,64,Tuesday,0,0,1.349
2025-09-16 10:00:00,CUST_030,East,Residential,18.82,44,Tuesday,0,0,1.054
2025-09-16 11:00:00,CUST_030,East,Residential,14.95,68,Tuesday,0,0,0.794
2025-09-16 12:00:00,CUST_030,East,Residential,19.91,60,Tuesday,0,0,0.738
2025-09-16 13:00:00,CUST_030,East,Residential,19.62,48,Tuesday,0,0,0.745
2025-09-16 14:00:00,CUST_030,East,Residential,17.45,70,Tuesday,0,0,0.786
2025-09-16 15:00:00,CUST_030,East,Residential,19.03,73,Tuesday,0,0,1.04
2025-09-16 16:00:00,CUST_030,East,Residential,14.25,50,Tuesday,0,0,1.21
2025-09-16 17:00:00,CUST_030,East,Residential,16.88,61,Tuesday,0,0,1.713
2025-09-16 18:00:00,CUST_030,East,Residential,19.01,60,Tuesday,0,0,1.914
2025-09-16 19:00:00,CUST_030,East,Residential,18.54,47,Tuesday,0,0,2.005
2025-09-16 20:00:00,CUST_030,East,Residential,22.28,73,Tuesday,0,0,2.444
2025-09-16 21:00:00,CUST_030,East,Residential,22.96,68,Tuesday,0,0,2.153
2025-09-16 22:00:00,CUST_030,East,Residential,16.27,66,Tuesday,0,0,1.819
2025-09-16 23:00:00,CUST_030,East,Residential,19.77,77,Tuesday,0,0,1.733
2025-09-17 00:00:00,CUST_030,East,Residential,20.84,54,Wednesday,0,0,0.725
2025-09-17 01:00:00,CUST_030,East,Residential,18.16,44,Wednesday,0,0,0.736
2025-09-17 02:00:00,CUST_030,East,Residential,17.01,41,Wednesday,0,0,0.726
2025-09-17 03:00:00,CUST_030,East,Residential,21.18,76,Wednesday,0,0,0.952
2025-09-17 04:00:00,CUST_030,East,Residential,20.35,55,Wednesday,0,0,1.105
2025-09-17 05:00:00,CUST_030,East,Residential,18.17,70,Wednesday,0,0,1.492
2025-09-17 06:00:00,CUST_030,East,Residential,19.18,65,Wednesday,0,0,1.76
2025-09-17 07:00:00,CUST_030,East,Residential,16.02,76,Wednesday,0,0,1.624
2025-09-17 08:00:00,CUST_030,East,Residential,18.97,54,Wednesday,0,0,1.712
2025-09-17 09:00:00,CUST_030,East,Residential,16.14,60,Wednesday,0,0,1.27
2025-09-17 10:00:00,CUST_030,East,Residential,19.51,72,Wednesday,0,0,1.151
2025-09-17 11:00:00,CUST_030,East,Residential,22.97,46,Wednesday,0,0,0.856
2025-09-17 12:00:00,CUST_030,East,Residential,16.39,63,Wednesday,0,0,0.694
2025-09-17 13:00:00,CUST_030,East,Residential,22.1,56,Wednesday,0,0,0.826
2025-09-17 14:00:00,CUST_030,East,Residential,15.97,55,Wednesday,0,0,0.822
2025-09-17 15:00:00,CUST_030,East,Residential,17.63,59,Wednesday,0,0,0.936
2025-09-17 16:00:00,CUST_030,East,Residential,16.96,47,Wednesday,0,0,1.304
2025-09-17 17:00:00,CUST_030,East,Residential,19.4,45,Wednesday,0,0,1.483
2025-09-17 18:00:00,CUST_030,East,Residential,18.55,53,Wednesday,0,0,1.988
2025-09-17 19:00:00,CUST_030,East,Residential,17.64,79,Wednesday,0,0,2.352
2025-09-17 20:00:00,CUST_030,East,Residential,19.14,56,Wednesday,0,0,2.367
2025-09-17 21:00:00,CUST_030,East,Residential,15.66,55,Wednesday,0,0,2.099
2025-09-17 22:00:00,CUST_030,East,Residential,18.09,54,Wednesday,0,0,1.791
2025-09-17 23:00:00,CUST_030,East,Residential,19.24,77,Wednesday,0,0,1.778
2025-09-18 00:00:00,CUST_030,East,Residential,19.87,64,Thursday,0,0,0.673
2025-09-18 01:00:00,CUST_030,East,Residential,16.27,42,Thursday,0,0,0.719
2025-09-18 02:00:00,CUST_030,East,Residential,16.41,61,Thursday,0,0,0.677
2025-09-18 03:00:00,CUST_030,East,Residential,15.81,57,Thursday,0,0,0.87
2025-09-18 04:00:00,CUST_030,East,Residential,24.14,43,Thursday,0,0,1.171
2025-09-18 05:00:00,CUST_030,East,Residential,14.48,60,Thursday,0,0,1.215
2025-09-18 06:00:00,CUST_030,East,Residential,16.87,78,Thursday,0,0,1.57
2025-09-18 07:00:00,CUST_030,East,Residential,19.12,60,Thursday,0,0,1.919
2025-09-18 08:00:00,CUST_030,East,Residential,14.97,41,Thursday,0,0,1.558
2025-09-18 09:00:00,CUST_030,East,Residential,19.12,56,Thursday,0,0,1.485
2025-09-18 10:00:00,CUST_030,East,Residential,17.07,64,Thursday,0,0,1.023
2025-09-18 11:00:00,CUST_030,East,Residential,18.76,64,Thursday,0,0,0.816
2025-09-18 12:00:00,CUST_030,East,Residential,13.19,41,Thursday,0,0,0.692
2025-09-18 13:00:00,CUST_030,East,Residential,17.96,42,Thursday,0,0,0.823
2025-09-18 14:00:00,CUST_030,East,Residential,17.27,47,Thursday,0,0,0.915
2025-09-18 15:00:00,CUST_030,East,Residential,18.84,51,Thursday,0,0,0.945
2025-09-18 16:00:00,CUST_030,East,Residential,19.69,58,Thursday,0,0,1.361
2025-09-18 17:00:00,CUST_030,East,Residential,20.92,69,Thursday,0,0,1.826
2025-09-18 18:00:00,CUST_030,East,Residential,19,72,Thursday,0,0,1.909
2025-09-18 19:00:00,CUST_030,East,Residential,21.03,75,Thursday,0,0,2.243
2025-09-18 20:00:00,CUST_030,East,Residential,17.3,73,Thursday,0,0,2.084
2025-09-18 21:00:00,CUST_030,East,Residential,18.4,66,Thursday,0,0,2.267
2025-09-18 22:00:00,CUST_030,East,Residential,18.06,60,Thursday,0,0,1.923
2025-09-18 23:00:00,CUST_030,East,Residential,15.29,58,Thursday,0,0,1.621
2025-09-19 00:00:00,CUST_030,East,Residential,20.69,49,Friday,0,0,0.673
2025-09-19 01:00:00,CUST_030,East,Residential,21.55,45,Friday,0,0,0.757
2025-09-19 02:00:00,CUST_030,East,Residential,20.65,41,Friday,0,0,0.781
2025-09-19 03:00:00,CUST_030,East,Residential,14.85,41,Friday,0,0,0.848
2025-09-19 04:00:00,CUST_030,East,Residential,19.31,79,Friday,0,0,1.181
2025-09-19 05:00:00,CUST_030,East,Residential,14.32,72,Friday,0,0,1.291
2025-09-19 06:00:00,CUST_030,East,Residential,20.38,63,Friday,0,0,1.742
2025-09-19 07:00:00,CUST_030,East,Residential,19.32,51,Friday,0,0,1.87
2025-09-19 08:00:00,CUST_030,East,Residential,19.42,57,Friday,0,0,1.77
2025-09-19 09:00:00,CUST_030,East,Residential,15.61,46,Friday,0,0,1.384
2025-09-19 10:00:00,CUST_030,East,Residential,18.3,70,Friday,0,0,1.085
2025-09-19 11:00:00,CUST_030,East,Residential,20.49,50,Friday,0,0,0.838
2025-09-19 12:00:00,CUST_030,East,Residential,20.37,41,Friday,0,0,0.743
2025-09-19 13:00:00,CUST_030,East,Residential,17.29,58,Friday,0,0,0.721
2025-09-19 14:00:00,CUST_030,East,Residential,18.59,76,Friday,0,0,0.834
2025-09-19 15:00:00,CUST_030,East,Residential,18.99,55,Friday,0,0,1.078
2025-09-19 16:00:00,CUST_030,East,Residential,15.96,48,Friday,0,0,1.295
2025-09-19 17:00:00,CUST_030,East,Residential,15.45,50,Friday,0,0,1.43
2025-09-19 18:00:00,CUST_030,East,Residential,18.5,69,Friday,0,0,1.764
2025-09-19 19:00:00,CUST_030,East,Residential,15.17,74,Friday,0,0,2.233
2025-09-19 20:00:00,CUST_030,East,Residential,18.42,68,Friday,0,0,2.141
2025-09-19 21:00:00,CUST_030,East,Residential,18.37,53,Friday,0,0,2.336
2025-09-19 22:00:00,CUST_030,East,Residential,18.36,51,Friday,0,0,1.952
2025-09-19 23:00:00,CUST_030,East,Residential,16.16,71,Friday,0,0,1.572
2025-09-20 00:00:00,CUST_030,East,Residential,23.24,59,Saturday,1,0,0.806
2025-09-20 01:00:00,CUST_030,East,Residential,19.59,73,Saturday,1,0,0.673
2025-09-20 02:00:00,CUST_030,East,Residential,18.28,73,Saturday,1,0,0.695
2025-09-20 03:00:00,CUST_030,East,Residential,15.58,55,Saturday,1,0,0.775
2025-09-20 04:00:00,CUST_030,East,Residential,17.54,70,Saturday,1,0,0.986
2025-09-20 05:00:00,CUST_030,East,Residential,17.52,43,Saturday,1,0,1.285
2025-09-20 06:00:00,CUST_030,East,Residential,17.23,67,Saturday,1,0,1.697
2025-09-20 07:00:00,CUST_030,East,Residential,17.54,49,Saturday,1,0,1.612
2025-09-20 08:00:00,CUST_030,East,Residential,18.99,65,Saturday,1,0,1.716
2025-09-20 09:00:00,CUST_030,East,Residential,18.04,68,Saturday,1,0,1.466
2025-09-20 10:00:00,CUST_030,East,Residential,16.51,56,Saturday,1,0,1.131
2025-09-20 11:00:00,CUST_030,East,Residential,21.56,45,Saturday,1,0,0.839
2025-09-20 12:00:00,CUST_030,East,Residential,18.62,75,Saturday,1,0,0.787
2025-09-20 13:00:00,CUST_030,East,Residential,22.56,68,Saturday,1,0,0.902
2025-09-20 14:00:00,CUST_030,East,Residential,21.2,72,Saturday,1,0,0.807
2025-09-20 15:00:00,CUST_030,East,Residential,18.09,76,Saturday,1,0,0.931
2025-09-20 16:00:00,CUST_030,East,Residential,20.12,48,Saturday,1,0,1.251
2025-09-20 17:00:00,CUST_030,East,Residential,17.04,64,Saturday,1,0,1.522
2025-09-20 18:00:00,CUST_030,East,Residential,16.32,74,Saturday,1,0,1.831
2025-09-20 19:00:00,CUST_030,East,Residential,17.67,58,Saturday,1,0,2.323
2025-09-20 20:00:00,CUST_030,East,Residential,16.72,50,Saturday,1,0,2.081
2025-09-20 21:00:00,CUST_030,East,Residential,17.16,51,Saturday,1,0,2.176
2025-09-20 22:00:00,CUST_030,East,Residential,17.69,77,Saturday,1,0,2.036
2025-09-20 23:00:00,CUST_030,East,Residential,19.93,54,Saturday,1,0,1.548
2025-09-21 00:00:00,CUST_030,East,Residential,16.01,73,Sunday,1,1,0.6
2025-09-21 01:00:00,CUST_030,East,Residential,19.22,75,Sunday,1,1,0.667
2025-09-21 02:00:00,CUST_030,East,Residential,20.13,49,Sunday,1,1,0.705
2025-09-21 03:00:00,CUST_030,East,Residential,19.82,71,Sunday,1,1,0.925
2025-09-21 04:00:00,CUST_030,East,Residential,13.14,59,Sunday,1,1,0.96
2025-09-21 05:00:00,CUST_030,East,Residential,16.26,59,Sunday,1,1,1.264
2025-09-21 06:00:00,CUST_030,East,Residential,15.56,68,Sunday,1,1,1.549
2025-09-21 07:00:00,CUST_030,East,Residential,16.52,49,Sunday,1,1,1.64
2025-09-21 08:00:00,CUST_030,East,Residential,15.62,54,Sunday,1,1,1.713
2025-09-21 09:00:00,CUST_030,East,Residential,16.01,60,Sunday,1,1,1.421
2025-09-21 10:00:00,CUST_030,East,Residential,22.25,40,Sunday,1,1,1.234
2025-09-21 11:00:00,CUST_030,East,Residential,16.07,41,Sunday,1,1,0.832
2025-09-21 12:00:00,CUST_030,East,Residential,19.99,44,Sunday,1,1,0.79
2025-09-21 13:00:00,CUST_030,East,Residential,17.54,47,Sunday,1,1,0.792
2025-09-21 14:00:00,CUST_030,East,Residential,18.64,56,Sunday,1,1,0.796
2025-09-21 15:00:00,CUST_030,East,Residential,19.82,59,Sunday,1,1,0.955
2025-09-21 16:00:00,CUST_030,East,Residential,18.94,66,Sunday,1,1,1.188
2025-09-21 17:00:00,CUST_030,East,Residential,20.91,61,Sunday,1,1,1.524
2025-09-21 18:00:00,CUST_030,East,Residential,18.23,60,Sunday,1,1,1.809
2025-09-21 19:00:00,CUST_030,East,Residential,16.05,61,Sunday,1,1,2.09
2025-09-21 20:00:00,CUST_030,East,Residential,17.91,62,Sunday,1,1,2.345
2025-09-21 21:00:00,CUST_030,East,Residential,18.57,48,Sunday,1,1,2.211
2025-09-21 22:00:00,CUST_030,East,Residential,16.03,53,Sunday,1,1,1.681
2025-09-21 23:00:00,CUST_030,East,Residential,15.01,69,Sunday,1,1,1.387
2025-09-22 00:00:00,CUST_030,East,Residential,20.44,77,Monday,0,0,0.721
2025-09-22 01:00:00,CUST_030,East,Residential,21.44,57,Monday,0,0,0.758
2025-09-22 02:00:00,CUST_030,East,Residential,17.22,67,Monday,0,0,0.775
2025-09-22 03:00:00,CUST_030,East,Residential,18.61,47,Monday,0,0,0.924
2025-09-22 04:00:00,CUST_030,East,Residential,18.11,65,Monday,0,0,1.154
2025-09-22 05:00:00,CUST_030,East,Residential,15.68,42,Monday,0,0,1.416
2025-09-22 06:00:00,CUST_030,East,Residential,19.11,78,Monday,0,0,1.74
2025-09-22 07:00:00,CUST_030,East,Residential,16.25,63,Monday,0,0,1.652
2025-09-22 08:00:00,CUST_030,East,Residential,20.19,44,Monday,0,0,1.693
2025-09-22 09:00:00,CUST_030,East,Residential,17.99,74,Monday,0,0,1.364
2025-09-22 10:00:00,CUST_030,East,Residential,15.02,69,Monday,0,0,0.983
2025-09-22 11:00:00,CUST_030,East,Residential,15.44,74,Monday,0,0,0.851
2025-09-22 12:00:00,CUST_030,East,Residential,17.54,43,Monday,0,0,0.821
2025-09-22 13:00:00,CUST_030,East,Residential,17.93,71,Monday,0,0,0.826
2025-09-22 14:00:00,CUST_030,East,Residential,18.59,68,Monday,0,0,0.779
2025-09-22 15:00:00,CUST_030,East,Residential,17.89,59,Monday,0,0,0.925
2025-09-22 16:00:00,CUST_030,East,Residential,13.98,58,Monday,0,0,1.245
2025-09-22 17:00:00,CUST_030,East,Residential,19.37,55,Monday,0,0,1.744
2025-09-22 18:00:00,CUST_030,East,Residential,17.72,45,Monday,0,0,1.762
2025-09-22 19:00:00,CUST_030,East,Residential,17.25,52,Monday,0,0,2.23
2025-09-22 20:00:00,CUST_030,East,Residential,17.86,67,Monday,0,0,2.212
2025-09-22 21:00:00,CUST_030,East,Residential,16.15,77,Monday,0,0,2.239
2025-09-22 22:00:00,CUST_030,East,Residential,18.62,49,Monday,0,0,2.023
2025-09-22 23:00:00,CUST_030,East,Residential,19.76,73,Monday,0,0,1.689
2025-09-23 00:00:00,CUST_030,East,Residential,18.38,66,Tuesday,0,0,0.666
2025-09-23 01:00:00,CUST_030,East,Residential,18.78,42,Tuesday,0,0,0.739
2025-09-23 02:00:00,CUST_030,East,Residential,19.63,73,Tuesday,0,0,0.826
2025-09-23 03:00:00,CUST_030,East,Residential,21.36,44,Tuesday,0,0,0.84
2025-09-23 04:00:00,CUST_030,East,Residential,17.18,48,Tuesday,0,0,1.132
2025-09-23 05:00:00,CUST_030,East,Residential,21.82,64,Tuesday,0,0,1.551
2025-09-23 06:00:00,CUST_030,East,Residential,17.27,65,Tuesday,0,0,1.656
2025-09-23 07:00:00,CUST_030,East,Residential,20.56,62,Tuesday,0,0,1.963
2025-09-23 08:00:00,CUST_030,East,Residential,20.33,70,Tuesday,0,0,1.728
2025-09-23 09:00:00,CUST_030,East,Residential,18.35,43,Tuesday,0,0,1.484
2025-09-23 10:00:00,CUST_030,East,Residential,19.44,67,Tuesday,0,0,1.092
2025-09-23 11:00:00,CUST_030,East,Residential,16.07,78,Tuesday,0,0,0.898
2025-09-23 12:00:00,CUST_030,East,Residential,20.41,57,Tuesday,0,0,0.815
2025-09-23 13:00:00,CUST_030,East,Residential,22.54,44,Tuesday,0,0,0.771
2025-09-23 14:00:00,CUST_030,East,Residential,19.53,63,Tuesday,0,0,0.938
2025-09-23 15:00:00,CUST_030,East,Residential,19.74,69,Tuesday,0,0,1.058
2025-09-23 16:00:00,CUST_030,East,Residential,16.61,74,Tuesday,0,0,1.242
2025-09-23 17:00:00,CUST_030,East,Residential,17.32,78,Tuesday,0,0,1.598
2025-09-23 18:00:00,CUST_030,East,Residential,15.98,51,Tuesday,0,0,2.032
2025-09-23 19:00:00,CUST_030,East,Residential,18.97,54,Tuesday,0,0,2.285
2025-09-23 20:00:00,CUST_030,East,Residential,13.35,49,Tuesday,0,0,2.174
2025-09-23 21:00:00,CUST_030,East,Residential,17.45,55,Tuesday,0,0,2.231
2025-09-23 22:00:00,CUST_030,East,Residential,15.71,40,Tuesday,0,0,1.863
2025-09-23 23:00:00,CUST_030,East,Residential,16.53,72,Tuesday,0,0,1.445
2025-09-24 00:00:00,CUST_030,East,Residential,15.44,77,Wednesday,0,0,0.655
2025-09-24 01:00:00,CUST_030,East,Residential,14.19,66,Wednesday,0,0,0.709
2025-09-24 02:00:00,CUST_030,East,Residential,20.65,69,Wednesday,0,0,0.734
2025-09-24 03:00:00,CUST_030,East,Residential,18.75,49,Wednesday,0,0,0.918
2025-09-24 04:00:00,CUST_030,East,Residential,15.72,61,Wednesday,0,0,1.08
2025-09-24 05:00:00,CUST_030,East,Residential,18.64,49,Wednesday,0,0,1.248
2025-09-24 06:00:00,CUST_030,East,Residential,16.66,43,Wednesday,0,0,1.577
2025-09-24 07:00:00,CUST_030,East,Residential,20.35,76,Wednesday,0,0,1.851
2025-09-24 08:00:00,CUST_030,East,Residential,16.75,46,Wednesday,0,0,1.758
2025-09-24 09:00:00,CUST_030,East,Residential,16.67,58,Wednesday,0,0,1.403
2025-09-24 10:00:00,CUST_030,East,Residential,18.34,68,Wednesday,0,0,1.039
2025-09-24 11:00:00,CUST_030,East,Residential,17.5,44,Wednesday,0,0,0.871
2025-09-24 12:00:00,CUST_030,East,Residential,17.29,76,Wednesday,0,0,0.787
2025-09-24 13:00:00,CUST_030,East,Residential,18.9,75,Wednesday,0,0,0.721
2025-09-24 14:00:00,CUST_030,East,Residential,16.27,78,Wednesday,0,0,0.859
2025-09-24 15:00:00,CUST_030,East,Residential,16.33,59,Wednesday,0,0,0.918
2025-09-24 16:00:00,CUST_030,East,Residential,17.32,44,Wednesday,0,0,1.271
2025-09-24 17:00:00,CUST_030,East,Residential,16.32,78,Wednesday,0,0,1.621
2025-09-24 18:00:00,CUST_030,East,Residential,17.17,77,Wednesday,0,0,1.956
2025-09-24 19:00:00,CUST_030,East,Residential,15.73,76,Wednesday,0,0,2.113
2025-09-24 20:00:00,CUST_030,East,Residential,18.46,56,Wednesday,0,0,2.378
2025-09-24 21:00:00,CUST_030,East,Residential,22.46,53,Wednesday,0,0,2.204
2025-09-24 22:00:00,CUST_030,East,Residential,18.22,42,Wednesday,0,0,1.742
2025-09-24 23:00:00,CUST_030,East,Residential,14.97,69,Wednesday,0,0,1.599
2025-09-25 00:00:00,CUST_030,East,Residential,16.79,52,Thursday,0,0,0.601
2025-09-25 01:00:00,CUST_030,East,Residential,20.16,58,Thursday,0,0,0.678
2025-09-25 02:00:00,CUST_030,East,Residential,16.2,56,Thursday,0,0,0.784
2025-09-25 03:00:00,CUST_030,East,Residential,17.83,67,Thursday,0,0,0.782
2025-09-25 04:00:00,CUST_030,East,Residential,16.01,41,Thursday,0,0,1.105
2025-09-25 05:00:00,CUST_030,East,Residential,19.94,75,Thursday,0,0,1.532
2025-09-25 06:00:00,CUST_030,East,Residential,16.71,64,Thursday,0,0,1.661
2025-09-25 07:00:00,CUST_030,East,Residential,16.69,59,Thursday,0,0,1.823
2025-09-25 08:00:00,CUST_030,East,Residential,19.69,74,Thursday,0,0,1.598
2025-09-25 09:00:00,CUST_030,East,Residential,23.44,57,Thursday,0,0,1.462
2025-09-25 10:00:00,CUST_030,East,Residential,15.71,72,Thursday,0,0,0.953
2025-09-25 11:00:00,CUST_030,East,Residential,20.99,67,Thursday,0,0,0.989
2025-09-25 12:00:00,CUST_030,East,Residential,19.88,76,Thursday,0,0,0.824
2025-09-25 13:00:00,CUST_030,East,Residential,15.39,72,Thursday,0,0,0.68
2025-09-25 14:00:00,CUST_030,East,Residential,16.97,76,Thursday,0,0,0.83
2025-09-25 15:00:00,CUST_030,East,Residential,20.59,60,Thursday,0,0,1.151
2025-09-25 16:00:00,CUST_030,East,Residential,17.24,55,Thursday,0,0,1.37
2025-09-25 17:00:00,CUST_030,East,Residential,18.69,76,Thursday,0,0,1.743
2025-09-25 18:00:00,CUST_030,East,Residential,13.76,41,Thursday,0,0,1.84
2025-09-25 19:00:00,CUST_030,East,Residential,18.54,51,Thursday,0,0,2.131
2025-09-25 20:00:00,CUST_030,East,Residential,15.39,61,Thursday,0,0,1.99
2025-09-25 21:00:00,CUST_030,East,Residential,19.12,52,Thursday,0,0,2.314
2025-09-25 22:00:00,CUST_030,East,Residential,18.71,77,Thursday,0,0,1.885
2025-09-25 23:00:00,CUST_030,East,Residential,15.93,42,Thursday,0,0,1.528
2025-09-26 00:00:00,CUST_030,East,Residential,19.73,72,Friday,0,0,0.741
2025-09-26 01:00:00,CUST_030,East,Residential,18.11,53,Friday,0,0,0.69
2025-09-26 02:00:00,CUST_030,East,Residential,17.54,48,Friday,0,0,0.69
2025-09-26 03:00:00,CUST_030,East,Residential,14.93,58,Friday,0,0,0.883
2025-09-26 04:00:00,CUST_030,East,Residential,17.42,54,Friday,0,0,1.012
2025-09-26 05:00:00,CUST_030,East,Residential,16.72,79,Friday,0,0,1.232
2025-09-26 06:00:00,CUST_030,East,Residential,18.37,72,Friday,0,0,1.793
2025-09-26 07:00:00,CUST_030,East,Residential,15.2,70,Friday,0,0,1.633
2025-09-26 08:00:00,CUST_030,East,Residential,18.49,79,Friday,0,0,1.682
2025-09-26 09:00:00,CUST_030,East,Residential,16.93,65,Friday,0,0,1.387
2025-09-26 10:00:00,CUST_030,East,Residential,16.16,48,Friday,0,0,1.135
2025-09-26 11:00:00,CUST_030,East,Residential,17.94,69,Friday,0,0,0.811
2025-09-26 12:00:00,CUST_030,East,Residential,14.57,50,Friday,0,0,0.719
2025-09-26 13:00:00,CUST_030,East,Residential,15.29,65,Friday,0,0,0.687
2025-09-26 14:00:00,CUST_030,East,Residential,17.68,49,Friday,0,0,0.856
2025-09-26 15:00:00,CUST_030,East,Residential,20.14,70,Friday,0,0,0.957
2025-09-26 16:00:00,CUST_030,East,Residential,14.53,40,Friday,0,0,1.205
2025-09-26 17:00:00,CUST_030,East,Residential,17.62,67,Friday,0,0,1.424
2025-09-26 18:00:00,CUST_030,East,Residential,20.28,73,Friday,0,0,1.921
2025-09-26 19:00:00,CUST_030,East,Residential,16.88,73,Friday,0,0,2.332
2025-09-26 20:00:00,CUST_030,East,Residential,20.34,64,Friday,0,0,2.304
2025-09-26 21:00:00,CUST_030,East,Residential,13.08,41,Friday,0,0,1.988
2025-09-26 22:00:00,CUST_030,East,Residential,13.63,63,Friday,0,0,1.749
2025-09-26 23:00:00,CUST_030,East,Residential,16.12,56,Friday,0,0,1.474
2025-09-27 00:00:00,CUST_030,East,Residential,13.76,73,Saturday,1,0,0.575
2025-09-27 01:00:00,CUST_030,East,Residential,15.17,68,Saturday,1,0,0.61
2025-09-27 02:00:00,CUST_030,East,Residential,22.42,63,Saturday,1,0,0.862
2025-09-27 03:00:00,CUST_030,East,Residential,16.86,73,Saturday,1,0,0.787
2025-09-27 04:00:00,CUST_030,East,Residential,20.1,56,Saturday,1,0,1.038
2025-09-27 05:00:00,CUST_030,East,Residential,15.21,53,Saturday,1,0,1.404
2025-09-27 06:00:00,CUST_030,East,Residential,14.36,44,Saturday,1,0,1.583
2025-09-27 07:00:00,CUST_030,East,Residential,15.67,50,Saturday,1,0,1.83
2025-09-27 08:00:00,CUST_030,East,Residential,19.05,41,Saturday,1,0,1.797
2025-09-27 09:00:00,CUST_030,East,Residential,21.58,51,Saturday,1,0,1.419
2025-09-27 10:00:00,CUST_030,East,Residential,16.71,56,Saturday,1,0,0.949
2025-09-27 11:00:00,CUST_030,East,Residential,21.15,45,Saturday,1,0,0.983
2025-09-27 12:00:00,CUST_030,East,Residential,16.65,76,Saturday,1,0,0.802
2025-09-27 13:00:00,CUST_030,East,Residential,18.44,72,Saturday,1,0,0.729
2025-09-27 14:00:00,CUST_030,East,Residential,16.46,61,Saturday,1,0,0.883
2025-09-27 15:00:00,CUST_030,East,Residential,19.01,68,Saturday,1,0,1.04
2025-09-27 16:00:00,CUST_030,East,Residential,17.98,42,Saturday,1,0,1.387
2025-09-27 17:00:00,CUST_030,East,Residential,19.71,74,Saturday,1,0,1.635
2025-09-27 18:00:00,CUST_030,East,Residential,16.7,64,Saturday,1,0,1.798
2025-09-27 19:00:00,CUST_030,East,Residential,18.42,62,Saturday,1,0,2.319
2025-09-27 20:00:00,CUST_030,East,Residential,20.31,79,Saturday,1,0,2.138
2025-09-27 21:00:00,CUST_030,East,Residential,17.04,49,Saturday,1,0,2.246
2025-09-27 22:00:00,CUST_030,East,Residential,14.85,46,Saturday,1,0,1.71
2025-09-27 23:00:00,CUST_030,East,Residential,18.9,72,Saturday,1,0,1.719
2025-09-28 00:00:00,CUST_030,East,Residential,18.16,63,Sunday,1,0,0.745
2025-09-28 01:00:00,CUST_030,East,Residential,13.27,65,Sunday,1,0,0.632
2025-09-28 02:00:00,CUST_030,East,Residential,16.36,69,Sunday,1,0,0.706
